model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
MLP,0.5975881761223606,0.3610837438423645,0.00040816326530612246,0.995125348189415,0.7,0.003843466107617051,1.0406520366668701
