model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
RandomForest,0.5963026544294697,0.07282430213464695,0.0,0.9958217270194986,0.0,0.0006988120195667365,0.33354997634887695
