model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
KNN,0.7971271924545154,0.32257799671592774,0.00019489132700433934,0.9947771587743732,0.1,0.0020964360587002098,0.09606480598449707
