model,cv_accuracy,cv_tpr,cv_fpr,test_accuracy,test_tpr,test_fpr,training_time
AdaBoost,0.5967293088985909,0.2644499178981937,0.0006614813757670901,0.996866295264624,0.7,0.0020964360587002098,11.996267080307007
